,Review_year,Cocoa_percent,Rating,Clusters
861,2011,74.0,4.0,purple
862,2011,72.0,3.5,purple
863,2011,70.0,4.0,purple
864,2011,72.0,4.0,purple
865,2011,72.0,4.0,purple
866,2016,61.0,2.5,pink
867,2012,70.0,3.25,purple
868,2012,70.0,2.75,pink
869,2014,77.0,3.0,pink
870,2012,72.0,2.75,pink
871,2012,72.0,3.0,pink
872,2014,72.0,3.5,purple
873,2014,72.0,2.25,pink
874,2014,72.0,3.25,purple
875,2014,72.0,3.25,purple
876,2015,70.0,3.5,purple
877,2015,70.0,2.75,pink
878,2006,71.0,2.0,pink
879,2015,63.0,2.75,pink
880,2014,70.0,3.5,purple
881,2014,70.0,3.5,purple
882,2014,70.0,4.0,purple
883,2013,70.0,3.5,purple
884,2013,82.0,3.0,dark purple
885,2013,55.0,3.25,purple
886,2013,62.0,3.25,purple
887,2012,64.0,2.5,pink
888,2009,65.0,3.75,purple
889,2008,70.0,3.0,pink
890,2008,70.0,3.5,purple
891,2008,75.0,2.75,pink
892,2008,85.0,2.5,dark purple
893,2008,85.0,2.75,dark purple
894,2008,85.0,3.0,dark purple
895,2008,75.0,2.5,pink
896,2008,85.0,3.0,dark purple
897,2009,70.0,2.75,pink
898,2009,80.0,2.75,dark purple
899,2013,70.0,3.75,purple
900,2009,72.0,2.0,pink
901,2014,60.0,3.0,pink
902,2014,72.0,2.5,pink
903,2014,72.0,2.75,pink
904,2014,72.0,3.0,pink
905,2014,72.0,3.25,purple
906,2014,90.0,3.25,dark purple
907,2014,72.0,3.25,purple
908,2014,72.0,3.25,purple
909,2016,70.0,3.25,purple
910,2016,70.0,2.75,pink
911,2016,70.0,3.75,purple
912,2016,70.0,3.75,purple
913,2014,72.5,2.5,pink
914,2014,72.5,3.0,pink
915,2014,72.5,2.5,pink
916,2014,72.5,3.0,pink
917,2012,74.0,3.25,purple
918,2012,70.0,4.0,purple
919,2012,68.0,3.75,purple
920,2011,74.0,3.75,purple
921,2010,75.0,3.25,purple
922,2010,74.0,3.75,purple
923,2010,71.0,3.0,pink
924,2009,64.0,3.5,purple
925,2009,68.0,3.0,pink
926,2016,70.0,2.25,pink
927,2016,70.0,2.5,pink
928,2016,70.0,3.0,pink
929,2016,70.0,3.0,pink
930,2013,74.0,2.75,pink
931,2013,60.0,3.25,purple
932,2013,56.0,3.25,purple
933,2012,66.0,3.5,purple
934,2011,68.0,3.5,purple
935,2009,68.0,3.25,purple
936,2009,69.0,3.5,purple
937,2009,60.0,3.0,pink
938,2009,60.0,3.75,purple
939,2008,74.0,3.5,purple
940,2011,72.0,2.5,pink
941,2011,60.0,3.25,purple
942,2015,75.0,2.75,pink
943,2015,75.0,2.75,pink
944,2015,75.0,3.0,pink
945,2015,75.0,3.25,purple
946,2015,75.0,3.0,pink
947,2015,75.0,3.5,purple
948,2015,75.0,3.25,purple
949,2015,75.0,3.75,purple
950,2014,70.0,2.75,pink
951,2014,68.0,2.75,pink
952,2012,70.0,3.5,purple
953,2009,75.0,2.5,pink
954,2016,80.0,3.5,purple
955,2012,75.0,3.0,pink
956,2012,75.0,3.0,pink
957,2012,72.0,3.0,pink
958,2017,70.0,3.5,purple
959,2017,70.0,3.25,purple
960,2016,70.0,3.25,purple
961,2015,70.0,3.25,purple
962,2015,70.0,3.5,purple
963,2015,70.0,3.0,pink
964,2015,70.0,3.25,purple
965,2015,70.0,3.5,purple
966,2014,70.0,3.5,purple
967,2014,71.0,3.5,purple
968,2016,70.0,3.0,pink
969,2012,65.0,3.5,purple
970,2012,68.0,3.5,purple
971,2012,68.0,3.75,purple
972,2012,75.0,2.75,pink
973,2012,74.0,3.0,pink
974,2012,68.0,3.5,purple
975,2007,85.0,3.0,dark purple
976,2013,65.0,2.5,pink
977,2014,70.0,3.75,purple
978,2014,65.0,3.25,purple
979,2014,75.0,3.75,purple
980,2013,71.0,3.0,pink
981,2013,72.0,3.0,pink
982,2013,70.0,3.5,purple
983,2015,75.0,2.0,pink
984,2010,46.0,2.75,pink
985,2010,60.0,3.0,pink
986,2010,58.0,3.0,pink
987,2010,65.0,3.5,purple
988,2011,70.0,1.5,pink
989,2010,55.0,2.25,pink
990,2008,67.0,3.5,purple
991,2008,70.0,3.75,purple
992,2008,63.0,4.0,purple
993,2008,75.0,3.5,purple
994,2017,73.0,3.5,purple
995,2013,70.0,2.75,pink
996,2013,70.0,3.5,purple
997,2013,70.0,2.75,pink
998,2013,70.0,2.75,pink
999,2012,70.0,3.25,purple
1000,2012,70.0,3.25,purple
1001,2012,70.0,3.5,purple
1002,2011,70.0,2.5,pink
1003,2011,70.0,2.75,pink
1004,2010,72.0,2.75,pink
1005,2008,75.0,2.0,pink
1006,2008,70.0,3.0,pink
1007,2008,70.0,3.25,purple
1008,2008,70.0,3.75,purple
1009,2010,70.0,2.0,pink
1010,2007,75.0,2.75,pink
1011,2007,73.0,3.5,purple
1012,2013,65.0,3.5,purple
1013,2010,55.0,3.5,purple
1014,2009,55.0,2.75,pink
1015,2016,70.0,3.0,pink
1016,2015,74.0,2.5,pink
1017,2014,74.0,2.5,pink
1018,2014,74.0,2.75,pink
1019,2012,74.0,3.75,purple
1020,2014,70.0,2.75,pink
1021,2015,72.0,3.5,purple
1022,2015,72.0,3.75,purple
1023,2013,72.0,3.75,purple
1024,2012,72.0,3.25,purple
1025,2012,72.0,2.75,pink
1026,2012,72.0,3.0,pink
1027,2012,72.0,3.25,purple
1028,2016,70.0,3.75,purple
1029,2016,70.0,3.5,purple
1030,2014,70.0,3.75,purple
1031,2014,85.0,3.5,dark purple
1032,2012,70.0,3.25,purple
1033,2012,70.0,3.5,purple
1034,2012,70.0,3.25,purple
1035,2016,75.0,3.25,purple
1036,2015,70.0,3.5,purple
1037,2015,62.0,3.5,purple
1038,2015,70.0,3.5,purple
1039,2015,70.0,2.75,pink
1040,2015,70.0,3.5,purple
1041,2015,68.0,3.5,purple
1042,2015,75.0,2.75,pink
1043,2015,72.0,3.0,pink
1044,2015,78.0,3.5,purple
1045,2016,70.0,3.0,pink
1046,2016,70.0,2.75,pink
1047,2016,70.0,3.0,pink
1048,2016,75.0,3.25,purple
1049,2015,85.0,3.25,dark purple
1050,2015,68.0,3.5,purple
1051,2015,70.0,3.75,purple
1052,2013,75.0,3.5,purple
1053,2012,76.0,3.5,purple
1054,2012,72.0,3.5,purple
1055,2012,70.0,3.5,purple
1056,2012,78.0,3.5,purple
1057,2012,80.0,3.0,dark purple
1058,2012,74.0,3.5,purple
1059,2010,65.0,3.0,pink
1060,2010,65.0,3.0,pink
1061,2010,65.0,3.25,purple
1062,2010,65.0,3.5,purple
1063,2013,74.0,2.25,pink
1064,2013,89.0,2.5,dark purple
1065,2016,76.0,2.75,pink
1066,2016,82.0,3.0,dark purple
1067,2016,74.0,3.25,purple
1068,2015,76.0,3.0,pink
1069,2015,74.0,3.25,purple
1070,2014,75.0,3.75,purple
1071,2012,73.0,3.5,purple
1072,2012,72.0,2.5,pink
1073,2012,73.0,2.75,pink
1074,2011,72.0,3.5,purple
1075,2011,76.0,3.0,pink
1076,2011,70.0,3.0,pink
1077,2011,81.0,2.75,dark purple
1078,2011,70.0,3.5,purple
1079,2011,71.0,2.75,pink
1080,2011,75.0,3.0,pink
1081,2011,73.0,3.25,purple
1082,2011,74.0,3.75,purple
1083,2010,81.0,2.75,dark purple
1084,2010,75.0,3.0,pink
1085,2010,70.0,3.25,purple
1086,2013,72.0,3.5,purple
1087,2013,68.0,4.0,purple
1088,2013,74.0,4.0,purple
1089,2013,70.0,3.75,purple
1090,2014,70.0,3.25,purple
1091,2014,70.0,3.25,purple
1092,2014,82.0,3.25,dark purple
1093,2014,63.0,3.5,purple
1094,2016,72.0,3.0,pink
1095,2014,70.0,2.5,pink
1096,2014,70.0,2.75,pink
1097,2014,70.0,3.0,pink
1098,2014,70.0,3.0,pink
1099,2014,70.0,3.5,purple
1100,2012,80.0,2.5,dark purple
1101,2012,72.0,2.5,pink
1102,2015,80.0,2.75,dark purple
1103,2015,70.0,3.0,pink
1104,2014,80.0,3.25,dark purple
1105,2014,70.0,3.5,purple
1106,2014,70.0,3.25,purple
1107,2014,80.0,3.5,purple
1108,2014,70.0,3.0,pink
1109,2014,72.0,3.5,purple
1110,2015,70.0,3.5,purple
1111,2012,66.0,3.75,purple
1112,2007,66.0,3.5,purple
1113,2007,67.0,3.5,purple
1114,2006,60.0,2.0,pink
1115,2006,85.0,2.0,dark purple
1116,2006,70.0,3.0,pink
1117,2006,67.0,4.0,purple
1118,2006,65.0,4.0,purple
1119,2006,64.0,4.0,purple
1120,2006,99.0,2.0,dark purple
1121,2015,80.0,3.5,purple
1122,2015,70.0,3.5,purple
1123,2015,75.0,3.75,purple
1124,2015,75.0,3.75,purple
1125,2015,75.0,3.25,purple
1126,2015,70.0,3.5,purple
1127,2013,75.0,2.5,pink
1128,2013,80.0,3.25,dark purple
1129,2012,65.0,1.5,pink
1130,2012,75.0,2.0,pink
1131,2012,70.0,2.5,pink
1132,2013,70.0,2.5,pink
1133,2012,70.0,3.5,purple
1134,2010,67.0,2.75,pink
1135,2010,77.0,2.75,pink
1136,2016,70.0,3.5,purple
1137,2016,75.0,3.75,purple
1138,2015,70.0,3.5,purple
1139,2012,65.0,2.5,pink
1140,2013,73.0,3.25,purple
1141,2013,72.0,3.0,pink
1142,2010,67.0,2.75,pink
1143,2015,70.0,3.0,pink
1144,2015,70.0,2.75,pink
1145,2015,70.0,3.25,purple
1146,2011,70.0,2.75,pink
1147,2011,70.0,2.75,pink
1148,2011,70.0,3.25,purple
1149,2016,72.0,3.5,purple
1150,2014,70.0,3.25,purple
1151,2015,70.0,3.25,purple
1152,2015,63.0,3.5,purple
1153,2015,85.0,3.5,dark purple
1154,2015,70.0,3.5,purple
1155,2015,80.0,3.5,purple
1156,2016,68.0,2.75,pink
1157,2016,71.0,2.75,pink
1158,2016,68.0,2.75,pink
1159,2016,80.0,3.0,dark purple
1160,2013,58.0,2.5,pink
1161,2013,70.0,3.0,pink
1162,2013,70.0,3.75,purple
1163,2013,78.0,3.75,purple
1164,2012,71.0,2.5,pink
1165,2014,70.0,3.25,purple
1166,2014,75.0,2.75,pink
1167,2014,70.0,3.0,pink
1168,2013,85.0,3.5,dark purple
1169,2014,72.0,2.25,pink
1170,2014,70.0,2.5,pink
1171,2014,73.5,2.5,pink
1172,2014,70.0,3.5,purple
1173,2010,70.0,2.5,pink
1174,2008,67.0,3.75,purple
1175,2007,73.0,1.0,pink
1176,2006,73.0,2.0,pink
1177,2006,75.0,2.75,pink
1178,2006,71.0,3.0,pink
1179,2015,72.0,2.25,pink
1180,2015,72.0,2.75,pink
1181,2015,72.0,3.0,pink
1182,2015,72.0,3.0,pink
1183,2013,75.0,2.75,pink
1184,2013,75.0,3.5,purple
1185,2014,75.0,3.0,pink
1186,2014,75.0,3.0,pink
1187,2014,75.0,3.25,purple
1188,2012,70.0,3.0,pink
1189,2012,70.0,3.0,pink
1190,2012,70.0,3.0,pink
1191,2012,75.0,2.75,pink
1192,2012,80.0,3.25,dark purple
1193,2015,70.0,3.75,purple
1194,2015,70.0,2.75,pink
1195,2015,70.0,3.0,pink
1196,2015,70.0,3.5,purple
1197,2015,70.0,3.75,purple
1198,2016,70.0,3.5,purple
1199,2010,70.0,2.5,pink
1200,2015,70.0,3.75,purple
1201,2015,70.0,3.75,purple
1202,2015,70.0,3.75,purple
1203,2015,75.0,4.0,purple
1204,2016,100.0,2.75,dark purple
1205,2016,70.0,3.5,purple
1206,2014,66.0,2.75,pink
1207,2014,70.0,3.0,pink
1208,2014,88.0,3.25,dark purple
1209,2014,74.0,3.5,purple
1210,2015,70.0,2.75,pink
1211,2015,70.0,3.0,pink
1212,2011,70.0,3.5,purple
1213,2010,72.0,3.0,pink
1214,2010,72.0,3.0,pink
1215,2009,67.0,2.75,pink
1216,2009,75.0,3.0,pink
1217,2011,76.0,2.0,pink
1218,2011,76.0,2.75,pink
1219,2011,85.0,2.75,dark purple
1220,2011,85.0,3.0,dark purple
1221,2011,80.0,2.75,dark purple
1222,2016,70.0,3.75,purple
1223,2014,70.0,3.0,pink
1224,2014,66.0,3.5,purple
1225,2013,74.0,2.75,pink
1226,2013,72.0,2.75,pink
1227,2013,72.0,2.75,pink
1228,2013,72.0,3.0,pink
1229,2013,72.0,3.0,pink
1230,2014,68.0,2.75,pink
1231,2014,80.0,3.25,dark purple
1232,2011,66.0,3.75,purple
1233,2009,70.0,3.0,pink
1234,2009,75.0,3.0,pink
1235,2009,68.0,3.25,purple
1236,2009,60.0,3.0,pink
1237,2006,60.0,3.0,pink
1238,2012,65.0,3.0,pink
1239,2012,72.0,3.0,pink
1240,2016,70.0,4.0,purple
1241,2014,70.0,3.25,purple
1242,2014,70.0,3.5,purple
1243,2014,70.0,3.75,purple
1244,2014,70.0,4.0,purple
1245,2012,85.0,2.75,dark purple
1246,2012,70.0,4.0,purple
1247,2011,70.0,3.5,purple
1248,2008,60.0,2.5,pink
1249,2008,65.0,2.75,pink
1250,2008,72.0,3.0,pink
1251,2008,100.0,2.0,dark purple
1252,2008,70.0,3.5,purple
1253,2016,70.0,2.75,pink
1254,2016,72.0,3.0,pink
1255,2015,70.0,3.25,purple
1256,2015,70.0,3.25,purple
1257,2015,72.0,3.5,purple
1258,2015,72.0,3.75,purple
1259,2014,72.0,2.75,pink
1260,2014,78.0,3.75,purple
1261,2014,75.0,2.75,pink
1262,2014,75.0,3.5,purple
1263,2014,70.0,3.75,purple
1264,2016,76.0,3.0,pink
1265,2014,65.0,3.5,purple
1266,2016,70.0,3.25,purple
1267,2015,70.0,3.5,purple
1268,2014,70.0,3.0,pink
1269,2014,70.0,3.5,purple
1270,2013,55.0,2.5,pink
1271,2013,70.0,2.75,pink
1272,2011,70.0,3.75,purple
1273,2009,75.0,4.0,purple
1274,2009,67.0,3.5,purple
1275,2009,70.0,3.5,purple
1276,2007,70.0,4.0,purple
1277,2013,67.0,4.0,purple
1278,2014,73.0,2.25,pink
1279,2014,64.0,2.75,pink
1280,2015,82.0,3.0,dark purple
1281,2015,70.0,3.25,purple
1282,2010,75.0,3.0,pink
1283,2010,75.0,3.25,purple
1284,2010,78.0,3.75,purple
1285,2010,85.0,3.0,dark purple
1286,2009,72.0,3.0,pink
1287,2009,72.0,3.0,pink
1288,2007,70.0,4.0,purple
1289,2007,72.0,3.75,purple
1290,2007,72.0,4.0,purple
1291,2007,85.0,3.5,dark purple
1292,2006,72.0,4.0,purple
1293,2006,72.0,3.0,pink
1294,2006,72.0,4.0,purple
1295,2016,80.0,2.5,dark purple
1296,2015,62.0,2.5,pink
1297,2015,80.0,2.75,dark purple
1298,2015,80.0,2.75,dark purple
1299,2015,80.0,2.75,dark purple
1300,2015,80.0,3.25,dark purple
1301,2014,73.0,3.25,purple
1302,2014,73.0,2.5,pink
1303,2014,73.0,3.25,purple
1304,2014,73.0,3.5,purple
1305,2012,76.0,2.5,pink
1306,2012,82.0,2.75,dark purple
1307,2016,70.0,3.75,purple
1308,2014,70.0,3.75,purple
1309,2011,70.0,3.5,purple
1310,2011,70.0,3.0,pink
1311,2011,70.0,2.75,pink
1312,2011,70.0,3.5,purple
1313,2010,82.0,3.75,purple
1314,2015,75.0,3.25,purple
1315,2011,75.0,3.25,purple
1316,2010,75.0,3.5,purple
1317,2009,75.0,2.0,pink
1318,2008,75.0,3.0,pink
1319,2008,100.0,3.0,dark purple
1320,2008,75.0,2.0,pink
1321,2008,75.0,3.5,purple
1322,2007,75.0,4.0,purple
1323,2006,75.0,3.0,pink
1324,2006,75.0,3.5,purple
1325,2006,75.0,3.5,purple
1326,2006,75.0,3.5,purple
1327,2006,75.0,3.75,purple
1328,2006,75.0,3.5,purple
1329,2006,75.0,3.5,purple
1330,2006,75.0,4.0,purple
1331,2006,75.0,3.0,pink
1332,2006,75.0,3.0,pink
1333,2006,75.0,3.25,purple
1334,2006,75.0,3.5,purple
1335,2006,80.0,4.0,purple
1336,2006,75.0,3.0,pink
1337,2006,75.0,3.0,pink
1338,2006,75.0,3.5,purple
1339,2016,77.0,3.5,purple
1340,2015,70.0,3.5,purple
1341,2015,74.0,3.5,purple
1342,2015,80.0,2.75,dark purple
1343,2014,75.0,2.75,pink
1344,2014,75.0,3.0,pink
1345,2014,72.0,3.25,purple
1346,2014,85.0,2.75,dark purple
1347,2012,73.0,2.75,pink
1348,2013,75.0,3.25,purple
1349,2013,85.0,3.5,dark purple
1350,2013,55.0,2.75,pink
1351,2013,80.0,3.25,dark purple
1352,2012,60.0,3.0,pink
1353,2012,65.0,3.25,purple
1354,2016,70.0,2.75,pink
1355,2016,74.0,3.0,pink
1356,2016,70.0,3.0,pink
1357,2015,75.0,2.75,pink
1358,2012,75.0,3.25,purple
1359,2011,85.0,3.5,dark purple
1360,2010,70.0,2.75,pink
1361,2010,75.0,3.0,pink
1362,2015,70.0,2.5,pink
1363,2015,80.0,3.25,dark purple
1364,2015,73.0,3.5,purple
1365,2016,75.0,3.25,purple
1366,2012,70.0,2.5,pink
1367,2010,75.0,3.25,purple
1368,2009,75.0,2.5,pink
1369,2007,75.0,3.0,pink
1370,2007,67.0,3.5,purple
1371,2007,75.0,3.75,purple
1372,2016,75.0,3.75,purple
1373,2015,85.0,3.5,dark purple
1374,2015,70.0,3.5,purple
1375,2013,75.0,3.75,purple
1376,2013,75.0,3.0,pink
1377,2012,75.0,4.0,purple
1378,2012,75.0,3.25,purple
1379,2012,75.0,3.5,purple
1380,2011,75.0,3.5,purple
1381,2016,70.0,3.25,purple
1382,2016,70.0,3.25,purple
1383,2016,70.0,3.25,purple
1384,2013,75.0,3.25,purple
1385,2013,68.0,3.25,purple
1386,2012,66.0,3.5,purple
1387,2016,75.0,3.75,purple
1388,2015,70.0,3.75,purple
1389,2015,75.0,3.25,purple
1390,2014,80.0,3.75,purple
1391,2013,70.0,3.5,purple
1392,2013,70.0,3.5,purple
1393,2013,75.0,4.0,purple
1394,2013,75.0,3.75,purple
1395,2012,75.0,3.75,purple
1396,2011,75.0,3.0,pink
1397,2010,75.0,3.75,purple
1398,2009,70.0,3.5,purple
1399,2008,70.0,2.75,pink
1400,2008,70.0,2.75,pink
1401,2008,70.0,2.75,pink
1402,2008,70.0,3.0,pink
1403,2012,84.0,2.5,dark purple
1404,2012,76.0,2.25,pink
1405,2012,72.0,2.5,pink
1406,2011,73.0,3.5,purple
1407,2011,71.0,2.5,pink
1408,2011,70.0,3.5,purple
1409,2011,77.0,2.75,pink
1410,2010,64.0,3.5,purple
1411,2010,100.0,1.5,dark purple
1412,2010,70.0,3.0,pink
1413,2010,72.0,3.5,purple
1414,2010,72.0,3.5,purple
1415,2012,83.0,2.75,dark purple
1416,2012,69.0,3.25,purple
1417,2008,70.0,3.5,purple
1418,2008,70.0,3.5,purple
1419,2008,70.0,3.5,purple
1420,2008,70.0,3.5,purple
1421,2009,75.0,2.75,pink
1422,2009,70.0,3.0,pink
1423,2006,53.0,2.0,pink
1424,2006,65.0,3.0,pink
1425,2006,70.0,4.0,purple
1426,2011,70.0,2.75,pink
1427,2012,78.0,4.0,purple
1428,2011,68.0,3.75,purple
1429,2010,68.0,3.5,purple
1430,2010,65.0,3.75,purple
1431,2009,68.0,3.75,purple
1432,2009,65.0,4.0,purple
1433,2009,72.0,3.75,purple
1434,2008,72.0,3.0,pink
1435,2007,72.0,3.0,pink
1436,2007,62.0,3.0,pink
1437,2007,75.0,3.75,purple
1438,2007,75.0,3.0,pink
1439,2006,82.0,2.0,dark purple
1440,2006,70.0,3.5,purple
1441,2006,68.0,2.0,pink
1442,2006,70.0,2.0,pink
1443,2006,62.0,3.0,pink
1444,2015,70.0,2.75,pink
1445,2015,70.0,2.75,pink
1446,2015,72.0,3.25,purple
1447,2015,73.0,3.5,purple
1448,2015,77.0,2.75,pink
1449,2015,74.0,3.5,purple
1450,2014,75.0,3.0,pink
1451,2014,72.0,3.25,purple
1452,2011,73.0,2.0,pink
1453,2011,73.0,2.5,pink
1454,2016,70.0,3.25,purple
1455,2011,75.0,3.5,purple
1456,2015,82.0,3.25,dark purple
1457,2015,70.0,3.5,purple
1458,2012,70.0,2.5,pink
1459,2011,67.0,3.0,pink
1460,2011,65.0,3.25,purple
1461,2011,60.0,3.25,purple
1462,2011,68.0,3.0,pink
1463,2016,73.0,3.5,purple
1464,2016,73.0,3.5,purple
1465,2016,73.0,3.75,purple
1466,2015,100.0,3.0,dark purple
1467,2015,100.0,3.0,dark purple
1468,2015,73.0,3.0,pink
1469,2015,73.0,3.25,purple
1470,2015,73.0,3.25,purple
1471,2014,67.0,3.75,purple
1472,2014,73.0,3.75,purple
1473,2014,73.0,3.75,purple
1474,2015,70.0,2.75,pink
1475,2015,72.0,3.0,pink
1476,2017,70.0,3.5,purple
1477,2016,70.0,3.75,purple
1478,2016,70.0,4.0,purple
1479,2016,70.0,3.75,purple
1480,2016,70.0,3.0,pink
1481,2016,67.0,3.75,purple
1482,2016,70.0,3.25,purple
1483,2015,65.0,3.25,purple
1484,2015,70.0,3.5,purple
1485,2015,67.0,3.75,purple
1486,2015,70.0,3.75,purple
1487,2015,72.0,4.0,purple
1488,2015,72.0,2.75,pink
1489,2015,65.0,3.5,purple
1490,2015,67.0,3.0,pink
1491,2015,70.0,3.75,purple
1492,2011,67.0,1.5,pink
1493,2010,68.0,3.0,pink
1494,2010,68.0,3.25,purple
1495,2016,70.0,3.5,purple
1496,2015,72.0,3.0,pink
1497,2016,68.0,2.75,pink
1498,2016,85.0,2.75,dark purple
1499,2016,70.0,3.25,purple
1500,2016,75.0,3.25,purple
1501,2014,70.0,3.0,pink
1502,2013,70.0,3.0,pink
1503,2013,70.0,3.0,pink
1504,2013,70.0,3.25,purple
1505,2013,70.0,3.25,purple
1506,2013,70.0,3.5,purple
1507,2016,62.0,3.5,purple
1508,2016,70.0,3.5,purple
1509,2016,70.0,3.5,purple
1510,2016,75.0,3.75,purple
1511,2016,70.0,3.75,purple
1512,2016,70.0,4.0,purple
1513,2016,70.0,3.25,purple
1514,2015,70.0,3.5,purple
1515,2015,75.0,4.0,purple
1516,2014,70.0,3.5,purple
1517,2014,70.0,3.75,purple
1518,2014,70.0,3.25,purple
1519,2014,80.0,3.5,purple
1520,2014,70.0,3.75,purple
1521,2014,70.0,3.25,purple
1522,2013,77.0,3.75,purple
1523,2013,70.0,3.25,purple
1524,2013,70.0,2.75,pink
1525,2013,70.0,3.75,purple
1526,2013,70.0,3.25,purple
1527,2013,70.0,3.75,purple
1528,2013,88.0,4.0,dark purple
1529,2013,70.0,4.0,purple
1530,2013,67.0,4.0,purple
1531,2013,70.0,3.25,purple
1532,2013,70.0,4.0,purple
1533,2012,70.0,3.25,purple
1534,2012,70.0,3.75,purple
1535,2012,70.0,4.0,purple
1536,2012,70.0,4.0,purple
1537,2012,70.0,3.5,purple
1538,2012,70.0,3.75,purple
1539,2012,70.0,3.5,purple
1540,2012,85.0,3.5,dark purple
1541,2011,70.0,2.75,pink
1542,2011,70.0,3.5,purple
1543,2011,64.0,4.0,purple
1544,2011,70.0,4.0,purple
1545,2011,70.0,3.75,purple
1546,2011,70.0,3.5,purple
1547,2010,70.0,3.75,purple
1548,2009,70.0,3.0,pink
1549,2009,70.0,3.5,purple
1550,2009,70.0,3.0,pink
1551,2009,70.0,3.5,purple
1552,2009,70.0,3.75,purple
1553,2009,70.0,3.75,purple
1554,2014,70.0,3.25,purple
1555,2014,70.0,3.5,purple
1556,2017,70.0,3.25,purple
1557,2017,70.0,3.5,purple
1558,2017,75.0,3.5,purple
1559,2017,75.0,3.25,purple
1560,2017,77.0,3.25,purple
1561,2017,80.0,3.5,purple
1562,2012,70.0,3.0,pink
1563,2012,80.0,3.0,dark purple
1564,2012,75.0,3.25,purple
1565,2017,70.0,3.75,purple
1566,2017,70.0,3.5,purple
1567,2017,70.0,2.75,pink
1568,2016,70.0,3.5,purple
1569,2016,70.0,3.75,purple
1570,2016,70.0,3.75,purple
1571,2014,72.0,2.75,pink
1572,2013,70.0,3.0,pink
1573,2013,70.0,3.0,pink
1574,2013,84.0,2.25,dark purple
1575,2015,70.0,3.0,pink
1576,2015,70.0,3.0,pink
1577,2015,70.0,3.0,pink
1578,2015,70.0,3.0,pink
1579,2015,70.0,3.0,pink
1580,2012,68.0,2.75,pink
1581,2011,72.0,3.25,purple
1582,2014,84.0,3.5,dark purple
1583,2014,70.0,3.5,purple
1584,2012,65.0,2.5,pink
1585,2012,70.0,2.5,pink
1586,2012,75.0,2.75,pink
1587,2013,67.0,2.75,pink
1588,2013,78.0,3.25,purple
1589,2016,61.0,2.5,pink
1590,2016,71.0,3.0,pink
1591,2016,70.0,2.75,pink
1592,2016,60.0,3.0,pink
1593,2015,70.0,2.75,pink
1594,2015,70.0,3.25,purple
1595,2015,88.0,3.25,dark purple
1596,2015,70.0,3.25,purple
1597,2015,70.0,3.75,purple
1598,2015,70.0,3.25,purple
1599,2015,70.0,3.5,purple
1600,2014,70.0,3.5,purple
1601,2014,70.0,3.75,purple
1602,2013,70.0,3.5,purple
1603,2013,70.0,3.5,purple
1604,2013,70.0,3.25,purple
1605,2012,70.0,3.25,purple
1606,2012,70.0,3.25,purple
1607,2012,70.0,3.75,purple
1608,2011,70.0,3.0,pink
1609,2013,70.0,2.75,pink
1610,2013,70.0,2.75,pink
1611,2013,70.0,2.5,pink
1612,2013,70.0,3.0,pink
1613,2015,70.0,3.0,pink
1614,2015,62.0,3.25,purple
1615,2015,60.0,3.25,purple
1616,2015,77.0,2.75,pink
1617,2016,70.0,3.25,purple
1618,2014,68.0,3.0,pink
1619,2011,87.0,3.25,dark purple
1620,2009,75.0,2.75,pink
1621,2007,70.0,3.0,pink
1622,2016,62.0,2.0,pink
1623,2012,99.0,3.25,dark purple
1624,2009,60.0,2.75,pink
1625,2009,68.0,3.0,pink
1626,2008,70.0,2.5,pink
1627,2008,70.0,2.5,pink
1628,2008,70.0,2.75,pink
1629,2008,70.0,2.5,pink
1630,2012,70.0,2.75,pink
1631,2012,70.0,3.0,pink
1632,2012,70.0,3.0,pink
1633,2012,70.0,3.5,purple
1634,2012,70.0,3.25,purple
1635,2012,70.0,2.0,pink
1636,2012,70.0,3.25,purple
1637,2012,70.0,2.75,pink
1638,2012,70.0,3.0,pink
1639,2012,70.0,3.25,purple
1640,2012,70.0,2.75,pink
1641,2012,80.0,3.0,dark purple
1642,2012,67.0,3.25,purple
1643,2012,70.0,3.5,purple
1644,2015,70.0,2.75,pink
1645,2015,70.0,3.75,purple
1646,2015,70.0,3.75,purple
1647,2015,70.0,3.25,purple
1648,2015,70.0,3.5,purple
1649,2015,70.0,3.75,purple
1650,2014,77.0,3.25,purple
1651,2014,67.0,3.75,purple
1652,2014,73.0,3.75,purple
1653,2015,70.0,3.0,pink
1654,2012,65.0,3.25,purple
1655,2007,65.0,3.5,purple
1656,2007,75.0,2.5,pink
1657,2007,84.0,3.0,dark purple
1658,2007,91.0,2.0,dark purple
1659,2007,75.0,3.0,pink
1660,2015,70.0,3.25,purple
1661,2016,72.0,3.75,purple
1662,2014,81.0,3.25,dark purple
1663,2012,70.0,4.0,purple
1664,2012,77.0,3.0,pink
1665,2011,72.0,2.75,pink
1666,2011,74.0,3.0,pink
1667,2014,72.0,3.0,pink
1668,2011,72.0,3.5,purple
1669,2015,75.0,2.75,pink
1670,2015,75.0,3.5,purple
1671,2014,75.0,3.5,purple
1672,2013,68.0,3.25,purple
1673,2013,75.0,2.5,pink
1674,2011,73.0,2.75,pink
1675,2016,60.0,3.0,pink
1676,2011,63.0,3.75,purple
1677,2014,74.0,2.75,pink
1678,2014,70.0,3.0,pink
1679,2016,72.0,3.0,pink
1680,2016,72.0,3.25,purple
1681,2014,65.0,3.25,purple
